EVI,NDVI,NDWI,day,month,time,year,timestamp,SAR_VH,SAR_VV
0.9307332744581645,0.3231680580881652,-0.3515973901986783,1,6,1559376191000,2019,2019-06-01 08:03:11.000,-16.919840117460108,-10.536934908070872
1.1837872251602377,0.3855356349233806,-0.4003483365081169,6,6,1559808197000,2019,2019-06-06 08:03:17.000,-16.45385546236903,-10.11881167356258
1.0094052602969723,0.3462758949898552,-0.3546251034172478,11,6,1560240192000,2019,2019-06-11 08:03:12.000,-16.49970242374611,-10.222202755014745
-1.0806336543093735,-0.00325256667238,0.0131932673236761,16,6,1560672196807,2019,2019-06-16 08:03:16.807,-16.516130914624274,-9.682570031362253
0.9321598042894872,0.3853729339682367,-0.4115129724124422,21,6,1561104193000,2019,2019-06-21 08:03:13.000,-16.516130914624274,-9.682570031362253
1.0501447064762373,0.3637022993274194,-0.3907430478600814,26,6,1561536197000,2019,2019-06-26 08:03:17.000,-16.620649113007282,-10.289598781507044
1.100300148472694,0.4142015309059498,-0.4367566064003066,1,7,1561968194070,2019,2019-07-01 08:03:14.070,-16.73590389405092,-9.981250583925572
-0.9353137186093972,0.2127489291973513,-0.2440332569225689,6,7,1562400198000,2019,2019-07-06 08:03:18.000,-16.554973789709088,-10.182386077480581
1.024302118554319,0.4124354377178715,-0.4332903601758238,11,7,1562832194000,2019,2019-07-11 08:03:14.000,-16.637370396407913,-10.032364003320069
1.0914574702995834,0.4308887516772721,-0.4510054405981564,16,7,1563264198071,2019,2019-07-16 08:03:18.071,-16.87016539796304,-10.405086663113003
1.1281890444822384,0.3248329152990162,-0.3492688075647114,26,7,1564128197645,2019,2019-07-26 08:03:17.645,-16.614800599151184,-10.14049490544131
1.0241683229010707,0.424390247851831,-0.4435078153249889,10,8,1565424193106,2019,2019-08-10 08:03:13.106,-17.00073583305,-10.594064431290628
1.051047907183506,0.395748659183268,-0.4162635669956139,15,8,1565856195637,2019,2019-08-15 08:03:15.637,-16.74478455546719,-10.039597276783837
0.8315289784259029,0.3591969987388261,-0.382472106652252,20,8,1566288191855,2019,2019-08-20 08:03:11.855,-16.74478455546719,-10.039597276783837
1.0569577094104958,0.379513564046662,-0.4049583615486236,25,8,1566720194000,2019,2019-08-25 08:03:14.000,-16.906530167023842,-10.335931798517871
1.031644823488984,0.3766915228292815,-0.4010309507669305,30,8,1567152190183,2019,2019-08-30 08:03:10.183,-17.103968117974215,-10.02431653162199
1.3316199230186645,0.3254190748355091,-0.3409721208784366,4,9,1567584191984,2019,2019-09-04 08:03:11.984,-16.853916645243576,-10.165167400698335
1.044793919180832,0.3676995998082421,-0.3917053062468867,9,9,1568016188035,2019,2019-09-09 08:03:08.035,-16.89035094378198,-9.889896816022768
1.0598631192452286,0.3587651533133517,-0.3837742091466932,14,9,1568448189502,2019,2019-09-14 08:03:09.502,-16.95917990793516,-10.562151861613117
0.9534801415808378,0.354250068254092,-0.3807958041471434,29,9,1569744190762,2019,2019-09-29 08:03:10.762,-16.725400129519794,-10.587378373677769
1.0920654548434905,0.3743876867577544,-0.3973397278106488,4,10,1570176190043,2019,2019-10-04 08:03:10.043,-16.720976468364892,-10.360614288864813
1.108638993058717,0.3932739952893866,-0.4079069994457878,9,10,1570608191890,2019,2019-10-09 08:03:11.890,-16.833401446372797,-10.733388682911036
1.3143479934759417,0.410396266435791,-0.4234813462751461,14,10,1571040190505,2019,2019-10-14 08:03:10.505,-16.8220633370995,-9.96804229899887
1.111308529154073,0.4354034301736286,-0.4499392237884522,19,10,1571472192513,2019,2019-10-19 08:03:12.513,-16.8220633370995,-9.96804229899887
1.1126182196239625,0.4860399064758079,-0.5060551646155407,29,10,1572336192564,2019,2019-10-29 08:03:12.564,-17.09145585920956,-10.216267360814191
1.2336406930607786,0.4800001500076679,-0.4984772491270703,3,11,1572768189647,2019,2019-11-03 08:03:09.647,-17.249770015256967,-10.764003919302572
1.2490124665277562,0.3856227419099551,-0.3972579621460865,8,11,1573200191941,2019,2019-11-08 08:03:11.941,-17.363943687819503,-10.600178393789964
0.8813086900189262,0.358928764498565,-0.3563985057904313,13,11,1573632188300,2019,2019-11-13 08:03:08.300,-16.620871213478555,-10.22323377214738
1.192914947364252,0.4600294475468732,-0.4848010473500883,23,11,1574496186278,2019,2019-11-23 08:03:06.278,-18.102378017976253,-10.698260461935849
1.1238501446224929,0.429862848198738,-0.45321169622485,28,11,1574928188883,2019,2019-11-28 08:03:08.883,-17.479247237985877,-11.07638071832743
1.0903477257657306,0.4976869490740621,-0.5351811421017539,3,12,1575360183622,2019,2019-12-03 08:03:03.622,-18.036632045807764,-10.840398944418391
1.9862357905926304,0.4661226527464807,-0.4637343737853059,6,12,1575619978708,2019,2019-12-06 08:12:58.708,-18.036632045807764,-10.840398944418391
0.9664605023234352,0.5005622749296792,-0.5408096340330178,8,12,1575792186357,2019,2019-12-08 08:03:06.357,-17.86064294766978,-11.146957884404191
1.1073449908328203,0.4662851825328241,-0.496272271063779,13,12,1576224183768,2019,2019-12-13 08:03:03.768,-18.145487809093552,-10.802098081757757
0.9187673225089358,0.4527670532425211,-0.4941821889333337,18,12,1576656183267,2019,2019-12-18 08:03:03.267,-18.145487809093552,-10.802098081757757
1.720616105436488,0.4163017250971109,-0.4288448716921124,21,12,1576915978770,2019,2019-12-21 08:12:58.770,-17.91044642743408,-11.345070242464809
