farm_id,farm_name,NDVI,NDWI,SAVI,time
Farm 1,Farm 1,0.4734471763175652,-0.529464000064695,0.7100614628596372,1577952184314
Farm 1,Farm 1,0.3302064693412623,-0.3572698601089497,0.4952341742969393,1579248183249
Farm 1,Farm 1,0.4189422682948439,-0.4787421648955715,0.6283258934207387,1579680182676
Farm 1,Farm 1,0.4696341144238206,-0.5315606423159333,0.7043492070423383,1580112182262
Farm 1,Farm 1,0.4499118888031823,-0.5111231511511782,0.6747702472419614,1580544182210
Farm 1,Farm 1,0.3882156844694419,-0.4411035469269261,0.5822431570818317,1580976180989
Farm 1,Farm 1,0.4443510310422217,-0.5108653068750686,0.6664328636622652,1581408184301
Farm 1,Farm 1,0.4305628150487955,-0.488385664034428,0.6457565468225033,1582272185823
Farm 1,Farm 1,0.4531764416456649,-0.5117484885136896,0.6796742524977448,1582704184352
Farm 1,Farm 1,0.4494541326563047,-0.5054620615807924,0.6740943822973501,1583136186796
Farm 1,Farm 1,0.4205164233289378,-0.4779117778168471,0.6306954344007585,1583568185233
Farm 1,Farm 1,0.2913442050074342,-0.3392892940228228,0.4369666501318596,1584432185599
Farm 1,Farm 1,0.4427382743989802,-0.4914626634533838,0.6640277294455142,1584864187240
Farm 1,Farm 1,0.2769218921608354,-0.3265795028494208,0.4153370945358079,1586160186295
Farm 1,Farm 1,0.3391474026803679,-0.3897019372432921,0.5086664300432989,1587024189092
Farm 1,Farm 1,0.3595967236632574,-0.4023834065438512,0.5393357628778331,1587456183971
Farm 1,Farm 1,0.3774543650590803,-0.4240491051852878,0.5661221377411333,1587888191428
Farm 1,Farm 1,0.4259957333420478,-0.4641807025617278,0.6389296646546166,1588320185603
Farm 1,Farm 1,0.4135097747220854,-0.4579524811925242,0.6202012529398355,1588752193206
Farm 1,Farm 1,0.3515075921323521,-0.3925921401812667,0.5272063312354606,1589184187845
Farm 1,Farm 1,0.3884466488572212,-0.4286632831861551,0.5826100125412901,1589616194469
Farm 1,Farm 1,0.3181446671443199,-0.3666266694239358,0.4771684374500946,1590048189586
Farm 1,Farm 1,0.314492960507775,-0.364921716884701,0.4716919879823428,1590480195296
Farm 1,Farm 1,0.3207140155088462,-0.367173234665361,0.4810228023785963,1590912190830
Farm 1,Farm 1,0.2549674837060384,-0.3023659043255517,0.3824143948335766,1591344195614
Farm 1,Farm 1,0.3505165016693539,-0.396323022264562,0.5257215940859267,1591776191584
Farm 1,Farm 1,0.3105393379929917,-0.3650969052510449,0.4657617514910982,1592208195439
Farm 1,Farm 1,0.3648836866564822,-0.4109314299786741,0.5472710306717011,1592640191845
Farm 1,Farm 1,0.3710303825703767,-0.4168036597806479,0.5564909324838205,1593072194873
Farm 1,Farm 1,0.3117210503117068,-0.3631684493143997,0.4675340522294978,1593504191662
Farm 1,Farm 1,0.3312707437028963,-0.3765405235706739,0.4968560910543867,1593936193885
Farm 1,Farm 1,0.3679737408293531,-0.4172200018639869,0.5519042290490993,1594368191086
Farm 1,Farm 1,0.3693293454897539,-0.4176749976565075,0.5539375365790409,1594800193952
Farm 1,Farm 1,0.215909258804955,-0.2576885255895843,0.3238318383675426,1595664194818
Farm 1,Farm 1,0.2779676673569505,-0.3179971526442111,0.4169062824999342,1596096192014
Farm 1,Farm 1,0.3987170896030373,-0.4343260128741726,0.5980112777991036,1596528195256
Farm 1,Farm 1,0.3796885188830338,-0.421315319196248,0.5694718417555524,1597824192850
Farm 1,Farm 1,0.3898594479969058,-0.4333003236628233,0.5847264938046552,1598256194781
Farm 1,Farm 1,0.4040297080376782,-0.4463002179808827,0.6059775065364429,1598688192597
Farm 1,Farm 1,0.2902963591701359,-0.3330033969924298,0.4353977662755631,1599120193926
Farm 1,Farm 1,0.3647088988064554,-0.4114643071005141,0.5470019081015547,1599552191926
Farm 1,Farm 1,0.317438865575863,-0.3600610753908775,0.4761050265981406,1599984193347
Farm 1,Farm 1,0.371669037874003,-0.4143201368964751,0.557440203449045,1600416191022
Farm 1,Farm 1,0.3704648406832694,-0.4163787133228903,0.5556336618165477,1600848194457
Farm 1,Farm 1,0.3565927629804415,-0.4006328356502655,0.5348264960172151,1601280192251
Farm 1,Farm 1,0.3482284573091046,-0.3940248607458305,0.5222817405973356,1601712195079
Farm 1,Farm 1,0.3703855132435218,-0.4124948518779481,0.555511687312734,1602144192950
Farm 1,Farm 1,0.4296106992546666,-0.4752314448578486,0.6443378847132265,1602576195086
Farm 1,Farm 1,0.4230809970445628,-0.4714755689225452,0.6345420668274934,1603008193014
Farm 1,Farm 1,0.4213054227670045,-0.4729703117541757,0.6318802649852846,1603440194642
Farm 1,Farm 1,0.4145398632745762,-0.4640470516126046,0.6217306059988029,1603872192432
Farm 1,Farm 1,0.380175178984428,-0.4259735800840454,0.5701895464522603,1604304194277
Farm 1,Farm 1,0.4423595007544806,-0.4814817809727799,0.6634474219309063,1604736191165
Farm 1,Farm 1,0.445409578104589,-0.4931314931025821,0.668021648978251,1605168193149
Farm 1,Farm 1,0.4503073364360608,-0.4928315336932651,0.675366213596695,1606032191305
Farm 1,Farm 1,0.501720855650547,-0.5511824626756345,0.752473480517395,1606896188639
Farm 1,Farm 1,0.5009246477217433,-0.5545806118592008,0.751279196872191,1607328187432
Farm 1,Farm 1,0.4715549306525557,-0.5282801585012017,0.7072319414830858,1607760186061
Farm 1,Farm 1,0.3332113560119105,-0.3646831527096117,0.4997553661219346,1608624188145
Farm 1,Farm 1,0.4609739455720461,-0.4916800294128911,0.6913642007962975,1609488189498
Farm 1,Farm 1,0.4522036551994398,-0.4828812557134072,0.6782085637422663,1609920188263
Farm 1,Farm 1,0.4635550490055526,-0.4991373999405308,0.6952358454808003,1610352190092
Farm 1,Farm 1,0.4625501715062939,-0.5011362575543266,0.6937289576748799,1610784189051
Farm 1,Farm 1,0.2491936065871564,-0.2958159776153941,0.3737519200976514,1611216190052
Farm 1,Farm 1,0.3094348309810278,-0.3469370706191589,0.4640970902113925,1611648189170
Farm 1,Farm 1,0.4274621392504426,-0.4764710525913693,0.6411104404259947,1612080189398
Farm 1,Farm 1,0.4545115148754953,-0.5003364456087348,0.6816756604157783,1612944188075
Farm 1,Farm 1,0.4060698273072778,-0.4398543597447746,0.6090245301523258,1613376187424
Farm 1,Farm 1,0.4358402873314115,-0.4852942405199818,0.6536770996193347,1613808188752
Farm 1,Farm 1,0.4532294899342141,-0.4990915968879931,0.6797566191365876,1614240187776
Farm 1,Farm 1,0.4390694114812624,-0.4872965120288761,0.6585219491453926,1614672189196
Farm 1,Farm 1,0.2766592358872203,-0.3222989504345137,0.4149423833770966,1615104188497
Farm 1,Farm 1,0.3831128727133991,-0.4331393411875081,0.5745999509401969,1615536188939
Farm 1,Farm 1,0.3573836600921621,-0.4083961668239723,0.536012366228901,1615968188601
Farm 1,Farm 1,0.3001742165161783,-0.3544495475261789,0.4502115108328581,1616400188022
Farm 1,Farm 1,0.3494033084415859,-0.4043655880786141,0.5240457839123976,1616832188024
Farm 1,Farm 1,0.3442764280038918,-0.3983515377717914,0.5163560053383142,1617264186448
Farm 1,Farm 1,0.2171410770336734,-0.2707364918194608,0.3256790464798423,1617696186763
Farm 1,Farm 1,0.4042447560541987,-0.456334703366882,0.6063036508684789,1618128184236
Farm 1,Farm 1,0.247312018012173,-0.2985688974720255,0.3709292686948031,1618560184949
Farm 1,Farm 1,0.3798168326753508,-0.4277328364003214,0.5696643326860151,1618992184716
Farm 1,Farm 1,0.3843266248805465,-0.4288790419546299,0.5764288162640558,1619424184267
Farm 1,Farm 1,0.388762625438086,-0.4320877925940655,0.5830849394295241,1619856187030
Farm 1,Farm 1,0.3526121575329482,-0.4037464008898961,0.5288638171023154,1620288186671
Farm 1,Farm 1,0.3820636724421262,-0.428573367217108,0.5730352025537201,1620720188700
Farm 1,Farm 1,0.3821696608083212,-0.4309327963537612,0.5731965484015246,1621152188550
Farm 1,Farm 1,0.3720721538096082,-0.4178068324127296,0.5580530342244319,1622016189751
Farm 1,Farm 1,0.3059191364307703,-0.3624202119893709,0.4588327507820548,1622880190300
Farm 1,Farm 1,0.3266739604989503,-0.3848450228019804,0.489962763910548,1623312189967
Farm 1,Farm 1,0.2316891522761309,-0.2892047479454901,0.3474998560884085,1623744190305
Farm 1,Farm 1,0.2379300856433797,-0.2979275487187496,0.3568598322660176,1624176189908
Farm 1,Farm 1,0.2886255916199602,-0.3479457554716414,0.4328955545256139,1624608189822
Farm 1,Farm 1,0.2976295607602871,-0.3577200056172901,0.4464002347343023,1625040191228
Farm 1,Farm 1,0.3071665312496019,-0.3674675607773975,0.4607043232672541,1625472190841
Farm 1,Farm 1,0.3004986728766452,-0.3613217508045161,0.4507037041297172,1625904192233
Farm 1,Farm 1,0.2488297954119301,-0.3015758685556383,0.3732071409263253,1626768192676
Farm 1,Farm 1,0.2882386420080202,-0.346686570875573,0.4323139719941231,1627200191295
Farm 1,Farm 1,0.3439069343744657,-0.4055265130637486,0.5158084001431276,1627632192591
Farm 1,Farm 1,0.2710116811346472,-0.3310089375970921,0.4064755023328124,1628064190646
Farm 1,Farm 1,0.3139027380940196,-0.3810740475680991,0.4708048025089776,1628496191921
Farm 1,Farm 1,0.328764329249647,-0.3951343579287339,0.4930944284468309,1629360191649
Farm 1,Farm 1,0.3049691615875758,-0.3690289997436564,0.4574049972943946,1629792187863
Farm 1,Farm 1,0.3000141456085977,-0.3660740976701565,0.4499728840921084,1630224190890
Farm 1,Farm 1,0.2734441305631193,-0.3305345775038392,0.4101224187772696,1630656185757
Farm 1,Farm 1,0.3006641916832741,-0.362484646201465,0.4509462005271489,1631520185518
Farm 1,Farm 1,0.2849471782507984,-0.3457818393285418,0.427374033239307,1631952191448
Farm 1,Farm 1,0.2764406266333691,-0.3321888867268091,0.4146150938836327,1632384187123
Farm 1,Farm 1,0.317329068041112,-0.3765509544675618,0.4759392257934981,1632816193338
Farm 1,Farm 1,0.2747969585371427,-0.3336894632942702,0.4121486569681664,1633248189207
Farm 1,Farm 1,0.3159938377787571,-0.3767745972729152,0.4739350108484071,1633680194478
Farm 1,Farm 1,0.3387855204315356,-0.4004255006929086,0.5081168083594452,1634112190465
Farm 1,Farm 1,0.3544016699819872,-0.4202960471297018,0.5315372910785379,1634544194733
Farm 1,Farm 1,0.3340079434078806,-0.3966898668353906,0.5009494122391079,1634976190875
Farm 1,Farm 1,0.3127292213715428,-0.3545967034089119,0.4690409822595787,1635408194154
Farm 1,Farm 1,0.3858001784618895,-0.4483824061297735,0.578624303388186,1636272192542
Farm 1,Farm 1,0.3949543972522575,-0.4508192158798733,0.5923513385032861,1637136189793
Farm 1,Farm 1,0.4283059662057235,-0.4944891597169454,0.6423688725436598,1637568186017
Farm 1,Farm 1,0.3533768889194252,-0.4091162417654583,0.5299932871036803,1638000189243
Farm 1,Farm 1,0.4270924466982269,-0.4913329147030492,0.6405485692084735,1638432184717
Farm 1,Farm 1,0.3994669257587759,-0.4608397872447127,0.5991182904203408,1638864188247
Farm 1,Farm 1,0.2255928971986603,-0.2558170510889767,0.3383563285226315,1640160184146
Farm 1,Farm 1,0.4539899879688071,-0.4968973614005836,0.6808856040251499,1641024185233
Farm 1,Farm 1,0.4789270244007333,-0.5334798006660467,0.7182887758703915,1641456190867
Farm 1,Farm 1,0.5059560803187515,-0.5561432307655116,0.7588259030187079,1642320189944
Farm 1,Farm 1,0.458990269506599,-0.5143899301799476,0.6883928365706122,1642752184308
Farm 1,Farm 1,0.2667343767338711,-0.2960540630224298,0.4000654085457993,1643184189419
Farm 1,Farm 1,0.2719869415748251,-0.3003280134254162,0.4079456462144366,1643616183453
Farm 1,Farm 1,0.2679338110716903,-0.29912869012324,0.4018663678285322,1644048189000
Farm 1,Farm 1,0.2725470442259228,-0.304678392889137,0.4087853108209643,1644480183564
Farm 1,Farm 1,0.2929283478280915,-0.3311521146116649,0.439354437632444,1644912189732
Farm 1,Farm 1,0.236922756435584,-0.2689941562061101,0.3553544125453033,1645776192042
Farm 1,Farm 1,0.2511951278239562,-0.2848423417604421,0.3767611929628661,1646208186094
Farm 1,Farm 1,0.2920027561302976,-0.3377890049879724,0.4379675511801457,1646640193281
Farm 1,Farm 1,0.2924162563833805,-0.3331302701422565,0.4385885567381425,1647072187344
Farm 1,Farm 1,0.2952688538290573,-0.3325772209797749,0.4428678962061073,1647504193098
Farm 1,Farm 1,0.2953810387189424,-0.3473007563513582,0.4430369667300974,1647936187118
Farm 1,Farm 1,0.3097908446648138,-0.3720998539958427,0.4646501157881339,1648368191942
Farm 1,Farm 1,0.2819293896993551,-0.3217265985147898,0.4228619736827881,1648800185789
Farm 1,Farm 1,0.2917071425379752,-0.3335275749656216,0.4375271352871884,1649232190296
Farm 1,Farm 1,0.2916697898020842,-0.3333384145564442,0.4374715634144911,1649664185973
Farm 1,Farm 1,0.2425295865907436,-0.2785178183109715,0.3637673321252815,1650096192781
Farm 1,Farm 1,0.166427708120233,-0.2078003225393047,0.2496241953896522,1650528184305
Farm 1,Farm 1,0.2529253983920024,-0.2892003629637104,0.3793603199813502,1650960194392
Farm 1,Farm 1,0.301083851401032,-0.3322346797662666,0.4515926616061671,1651392183206
Farm 1,Farm 1,0.3117624268083768,-0.3405239856414285,0.4676105468406278,1651824193882
Farm 1,Farm 1,0.2859750353534868,-0.315222096331414,0.4289321037917548,1652256187006
Farm 1,Farm 1,0.2858677883952936,-0.3277544161531883,0.4287711757493428,1652688194180
Farm 1,Farm 1,0.283178091130604,-0.3315297588234767,0.424737485853279,1653120189304
Farm 1,Farm 1,0.2643909953656939,-0.2985677931002546,0.3965584511427091,1653552196683
Farm 1,Farm 1,0.2737455783145741,-0.3065961911191008,0.4105897267572888,1653984189172
Farm 1,Farm 1,0.2993587433614312,-0.3356131572541646,0.4490067474996595,1654416197189
Farm 1,Farm 1,0.3210159957877196,-0.3602813497158243,0.4814901963917999,1654848191567
Farm 1,Farm 1,0.277013016494668,-0.3119471859569001,0.4154900876181912,1655280200063
Farm 1,Farm 1,0.3185464677139154,-0.3673205931123728,0.4777857924927801,1655712193760
Farm 1,Farm 1,0.2499250091287159,-0.2935115235486483,0.3748609934073783,1656144201840
Farm 1,Farm 1,0.2592402144091889,-0.2938810901516028,0.3888329011208959,1656576194445
Farm 1,Farm 1,0.2774244417116869,-0.3106509992016292,0.4161070359035001,1657008202392
Farm 1,Farm 1,0.271338495967057,-0.3064905341765251,0.406978813665013,1657872201770
Farm 1,Farm 1,0.2669115208667191,-0.3023621901956342,0.4003387042694929,1658304194225
Farm 1,Farm 1,0.2788979248138172,-0.3136899742003572,0.4183170183696226,1658736199608
Farm 1,Farm 1,0.3579007902554466,-0.4040515412419519,0.5368101244368462,1659600200172
Farm 1,Farm 1,0.3908939268944975,-0.4472184833999119,0.5862958023944036,1660032193228
Farm 1,Farm 1,0.3137500676040956,-0.3502806320299267,0.4705892163901261,1660464201677
Farm 1,Farm 1,0.2880220403124756,-0.3245098101435826,0.4320005348790764,1660896191131
Farm 1,Farm 1,0.339286588725312,-0.374085115911325,0.5088910790657745,1661328201953
Farm 1,Farm 1,0.3921374765138586,-0.4324011651845438,0.5881618474131264,1661760189912
Farm 1,Farm 1,0.381348620515872,-0.4238378560913966,0.5719781204674615,1662192201297
Farm 1,Farm 1,0.3136681148949977,-0.3431253406353093,0.4704661429869166,1662624191189
Farm 1,Farm 1,0.0398136156589292,-0.0342987621812185,0.0597168509029228,1663056199412
Farm 1,Farm 1,0.2942186578356762,-0.3215064301534099,0.441293709526973,1663488190992
Farm 1,Farm 1,0.2965871140236396,-0.3291531140313003,0.4448454279624626,1663920196270
Farm 1,Farm 1,0.28454474554116,-0.3170715014467914,0.4267835587888314,1664352189316
Farm 1,Farm 1,0.2921845727785248,-0.3262722892374767,0.4382418496384549,1664784196447
Farm 1,Farm 1,0.299166543369566,-0.3332940008567067,0.4487139497770907,1665216187002
Farm 1,Farm 1,0.3216665602700672,-0.3595445440753714,0.4824601084025637,1665648194205
Farm 1,Farm 1,0.2838008298466055,-0.3143198927562201,0.4256665282598718,1666080188686
Farm 1,Farm 1,0.3120560389289468,-0.3532328591329217,0.4680451116009997,1666512191573
Farm 1,Farm 1,0.3198706208069393,-0.3525933972724802,0.4797641116394142,1666944188258
Farm 1,Farm 1,0.2863899702962716,-0.3187396880233801,0.4295485132592709,1667376193378
Farm 1,Farm 1,0.3336631843542887,-0.3538339723132515,0.5004482344280177,1668240192565
Farm 1,Farm 1,0.3237034947447613,-0.3604650507584824,0.4855134317344526,1669104189410
Farm 1,Farm 1,0.34886553063046,-0.3776209999393362,0.5232509885176863,1669536188364
Farm 1,Farm 1,0.3778899981534238,-0.4109922340304668,0.5667818047409542,1669968189607
Farm 1,Farm 1,0.2749571144218839,-0.2928581824265919,0.4123999329275847,1670400185922
Farm 1,Farm 1,0.2833849018994367,-0.3050033080482529,0.425040579005417,1670832189527
Farm 1,Farm 1,0.3384297977441507,-0.3686977579371519,0.5075990637493415,1671264187830
Farm 1,Farm 1,0.3090883922375099,-0.3279478100432779,0.4635881398447199,1673424187364
Farm 1,Farm 1,0.304125120507789,-0.3373997795886245,0.456146040744035,1674288184683
Farm 1,Farm 1,0.2899108938476293,-0.3142657181328802,0.4348268592120549,1675584186846
Farm 1,Farm 1,0.2423840932101334,-0.2620419251296498,0.3635442730639832,1676448187534
Farm 1,Farm 1,0.2877484538083142,-0.3279189002821496,0.4315862466385808,1676880186547
Farm 1,Farm 1,0.2621905034225988,-0.2875269959521062,0.3932519619369619,1677312189813
Farm 1,Farm 1,0.3269077183955577,-0.3669389652587541,0.4903182033826501,1677744186440
Farm 1,Farm 1,0.2939028542880476,-0.3231436925736942,0.4408168988631277,1678176192656
Farm 1,Farm 1,0.31206516204264,-0.3281682468439943,0.4680593260375587,1679040193227
Farm 1,Farm 1,0.3023539563328186,-0.3229980027468591,0.4534939903930008,1679472187858
Farm 1,Farm 1,0.2927669648373142,-0.3145192048611977,0.4391154441512099,1679904192309
Farm 1,Farm 1,0.3144890261282003,-0.3365162993194969,0.471696296881459,1680336188030
Farm 1,Farm 1,0.2057006642963828,-0.2175099648157503,0.3085308767265801,1680768192178
Farm 1,Farm 1,0.3085138952741804,-0.3339866112120987,0.4627335564492568,1681200189467
Farm 1,Farm 1,0.3115355622708315,-0.3307432531914062,0.4672674288865399,1682064187865
Farm 1,Farm 1,0.2661924816749113,-0.2864143545569897,0.3992584877229824,1682496191034
Farm 1,Farm 1,0.3118942789705338,-0.327034515870061,0.46780669394636,1682928189673
Farm 1,Farm 1,0.3019655958534845,-0.319593967496514,0.4529153831153487,1683360191937
Farm 1,Farm 1,0.2965401183922312,-0.3156308097135081,0.4447780874291311,1683792188447
Farm 1,Farm 1,0.2834447096123153,-0.3067064131890014,0.425136610612588,1684656191989
Farm 1,Farm 1,0.2589888954970161,-0.285625663692602,0.3884547519192783,1685088194015
Farm 1,Farm 1,0.3040593555749077,-0.3219877886134029,0.4560549887309892,1685520193179
Farm 1,Farm 1,0.2658932107255766,-0.2949740595285858,0.3988103510435797,1686384193191
Farm 1,Farm 1,0.2408503711677429,-0.2651391384946818,0.3612496029256768,1686816194274
Farm 1,Farm 1,0.2911572046778411,-0.3132220884858758,0.436704347042636,1687248193253
Farm 1,Farm 1,0.2764628912013195,-0.2984880560585743,0.414664380242266,1687680193721
Farm 1,Farm 1,0.2748411181195099,-0.2975008869860904,0.4122316410878437,1688112193695
Farm 1,Farm 1,0.2900814401323212,-0.3119235508625074,0.4350903476890946,1688544194706
Farm 1,Farm 1,0.2685270333561393,-0.2912924993183741,0.4027611840293609,1688976194572
Farm 1,Farm 1,0.2935190161548306,-0.3186864807874589,0.4402464279705234,1689408194338
Farm 1,Farm 1,0.2779129037414293,-0.3040534902875702,0.4168387950446551,1689840193234
Farm 1,Farm 1,0.2634016506022941,-0.2873148387622913,0.3950736566811309,1690272195284
Farm 1,Farm 1,0.2947113488236572,-0.3180511622786948,0.4420343692715819,1690704194615
Farm 1,Farm 1,0.2777065140624417,-0.3007495747711412,0.4165293223608245,1691136193970
Farm 1,Farm 1,0.2911057062858108,-0.3176981004249457,0.4366256623990255,1692432195391
Farm 1,Farm 1,0.241545560811193,-0.2665992626910551,0.3622912816796036,1692864193373
Farm 1,Farm 1,0.2760612098627314,-0.3033484906196471,0.4140606003550146,1693296194879
Farm 1,Farm 1,0.2594562709229114,-0.2847431184980135,0.3891545851260354,1693728194063
Farm 1,Farm 1,0.2950916859927117,-0.3149617838932829,0.4426053347152057,1694160194537
Farm 1,Farm 1,0.2827120186680734,-0.3162426212763325,0.4240344857959783,1695024192325
Farm 1,Farm 1,0.3127062069441972,-0.3458563180080544,0.4690211022265501,1695888191603
Farm 1,Farm 1,0.2846525933345915,-0.3178810559062631,0.4269435513018775,1696320190228
Farm 1,Farm 1,0.2953141746690312,-0.3354336516859105,0.4429340618145508,1696752189318
Farm 1,Farm 1,0.2580939339429304,-0.2892671900969179,0.3871088974512491,1697184191465
Farm 1,Farm 1,0.259062428801224,-0.2924810993063538,0.3885606867156461,1697616188780
Farm 1,Farm 1,0.309902745196743,-0.3521893699883753,0.4648150739653873,1698048190679
Farm 1,Farm 1,0.3164424891722641,-0.330582859658537,0.4746213329357261,1698912191928
Farm 1,Farm 1,0.2661149248281417,-0.2831200950154859,0.3991375217093306,1700208187330
Farm 1,Farm 1,0.2907761013689818,-0.3256210542429318,0.4361265711029969,1700640185008
Farm 1,Farm 1,0.2691477269275183,-0.2928501008271804,0.403684732860995,1701072182476
Farm 1,Farm 1,0.3190574422178172,-0.349770935908905,0.4785423840403121,1701504186423
Farm 1,Farm 1,0.2762798966225727,-0.301569797121085,0.4143822703009575,1701936183285
Farm 1,Farm 1,0.2977035221856975,-0.3092819280459263,0.4465150677568715,1704096190166
Farm 1,Farm 1,0.3417895309773054,-0.365074876390824,0.5126370665142926,1704528185476
Farm 1,Farm 1,0.2827610154368211,-0.2979019809296047,0.4241045789140946,1704960187095
Farm 1,Farm 1,0.3734818994709563,-0.415265669366694,0.5601712767604815,1705824188614
Farm 1,Farm 1,0.2871862971040517,-0.3117671466178981,0.4307413132329116,1706688186519
Farm 1,Farm 1,0.2669970883865457,-0.2880258326074996,0.4004620501589339,1707552189738
Farm 1,Farm 1,0.2910766464151448,-0.3178734667756704,0.4365773588714747,1708416190089
