EVI,NDVI,NDWI,day,month,time,year,timestamp,SAR_VH,SAR_VV
0.514327669597727,0.2056337983739919,-0.2635982976846303,28,12,1545984186000,2018,2018-12-28 08:03:06.000,-21.402944830390222,-12.788900960841593
0.4304016970723344,0.1759914509141473,-0.2288117771510208,12,1,1547280184000,2019,2019-01-12 08:03:04.000,-22.034120544495952,-12.60414116272209
0.467710771108466,0.2139735768589341,-0.2796870183434705,17,1,1547712188000,2019,2019-01-17 08:03:08.000,-21.43183441135876,-12.94121167772567
0.2113202249772837,0.1905944462249353,-0.2517031826685234,1,2,1549008186000,2019,2019-02-01 08:03:06.000,-21.15802514947241,-12.426908502309885
0.511557240653008,0.181679990853907,-0.2339848248313687,6,2,1549440189000,2019,2019-02-06 08:03:09.000,-21.300301143767697,-12.178185805834124
0.5484496214101799,0.2099828110900858,-0.2624830447125914,11,2,1549872186000,2019,2019-02-11 08:03:06.000,-21.407950946875317,-12.935605808325407
1.158300379855392,0.2018042688810897,-0.2328541452688225,16,2,1550304189000,2019,2019-02-16 08:03:09.000,-22.06833343728967,-12.629189439343094
0.4182559572137417,0.2089857691916498,-0.277311995813633,3,3,1551600184000,2019,2019-03-03 08:03:04.000,-21.966122270082344,-12.499967146524618
0.5084220894206078,0.1962312601257609,-0.261448973633667,8,3,1552032186000,2019,2019-03-08 08:03:06.000,-21.338204126738805,-12.764763095567075
0.4227159433574917,0.1673178710205088,-0.2310207571909233,13,3,1552464185130,2019,2019-03-13 08:03:05.130,-21.681409893164606,-12.40682209507832
0.4796645173504156,0.1963811725040481,-0.2635312894974593,18,3,1552896187000,2019,2019-03-18 08:03:07.000,-21.3954416818701,-12.825942936118496
0.468619063261841,0.1897373853880374,-0.2596701704710589,28,3,1553760190000,2019,2019-03-28 08:03:10.000,-22.20836810476103,-12.290954422447335
0.4270789096606255,0.1893561378168322,-0.2610344233089299,2,4,1554192189000,2019,2019-04-02 08:03:09.000,-21.502994043235205,-12.81203423130423
0.5102648616665122,0.187399028980904,-0.2454823581629775,12,4,1555056191000,2019,2019-04-12 08:03:11.000,-21.214017883916963,-12.797354417068382
0.4496476180810806,0.1450350254182828,-0.2047315223701332,17,4,1555488195000,2019,2019-04-17 08:03:15.000,-22.23215114292945,-12.717027403775218
0.4306943911484762,0.1653123406373627,-0.2307043168565836,22,4,1555920192000,2019,2019-04-22 08:03:12.000,-22.23215114292945,-12.717027403775218
0.4206210119577758,0.1221442730911172,-0.174350737786025,27,4,1556352196000,2019,2019-04-27 08:03:16.000,-21.662189704862584,-12.916902943546873
0.3939287450362952,0.1463360548460448,-0.2092209219554581,2,5,1556784193000,2019,2019-05-02 08:03:13.000,-21.79577543770393,-12.900061506415932
0.428893087990329,0.1473189403226173,-0.2084815408892272,7,5,1557216197494,2019,2019-05-07 08:03:17.494,-21.322268853104465,-12.974143975211799
0.5016620938255064,0.1476488924313457,-0.1938561690226672,12,5,1557648193000,2019,2019-05-12 08:03:13.000,-22.011262565913988,-12.68032847114271
0.4749223048669728,0.1530135877649303,-0.2112285765238254,17,5,1558080197000,2019,2019-05-17 08:03:17.000,-21.576661299853463,-12.739329090288026
0.4454085377303082,0.1592591243892875,-0.2262415012357314,27,5,1558944197000,2019,2019-05-27 08:03:17.000,-21.431246465752203,-12.72472866690696
0.3873837900371016,0.1389981732606187,-0.2075613968833841,1,6,1559376191000,2019,2019-06-01 08:03:11.000,-21.17859628808752,-12.709141361384543
0.4504704070474531,0.1547661796974074,-0.222137892943778,6,6,1559808197000,2019,2019-06-06 08:03:17.000,-21.49641766622886,-12.372112489449846
0.4716658199080509,0.1450273308129311,-0.1970433575087136,11,6,1560240192000,2019,2019-06-11 08:03:12.000,-21.201944799434923,-12.459912470990709
-0.0381314131296274,0.0135679329076838,0.0105646039336883,16,6,1560672196807,2019,2019-06-16 08:03:16.807,-21.546221812019038,-12.255913166848165
0.3819439171290198,0.1563915595134064,-0.2268392174035216,21,6,1561104193000,2019,2019-06-21 08:03:13.000,-21.546221812019038,-12.255913166848165
0.4420743918162181,0.1521155493751114,-0.2199104816962382,26,6,1561536197000,2019,2019-06-26 08:03:17.000,-21.086252931294762,-12.472777704489278
0.381897950612944,0.1630655052959974,-0.2343447487157695,1,7,1561968194070,2019,2019-07-01 08:03:14.070,-21.482062030494443,-12.307264806467073
0.6425022034042042,0.1318252914765996,-0.1797374516402451,6,7,1562400198000,2019,2019-07-06 08:03:18.000,-21.379349781970873,-12.43528918667414
0.3985097505493758,0.1663097856426088,-0.2402040812567204,11,7,1562832194000,2019,2019-07-11 08:03:14.000,-21.89957658119919,-12.307967859796332
0.4084089815130672,0.1757280763951919,-0.2478470867187568,16,7,1563264198071,2019,2019-07-16 08:03:18.071,-21.343585535783035,-12.770675139284727
0.4501252144608382,0.1460485067970989,-0.2076588222494695,26,7,1564128197645,2019,2019-07-26 08:03:17.645,-21.41052321195938,-12.058280046360458
0.3627688562989127,0.1540486991278818,-0.2303359107562745,10,8,1565424193106,2019,2019-08-10 08:03:13.106,-21.454413346339024,-12.945233096664314
0.3721707442830138,0.1398352271222003,-0.2110312257995261,15,8,1565856195637,2019,2019-08-15 08:03:15.637,-21.668562761636387,-12.469525846127189
0.3537201573323317,0.1351920221041707,-0.2058908344609145,20,8,1566288191855,2019,2019-08-20 08:03:11.855,-21.668562761636387,-12.469525846127189
0.3760693324463798,0.1440258638325602,-0.2230517786745675,25,8,1566720194000,2019,2019-08-25 08:03:14.000,-21.321741594650202,-12.877812006138985
