NDVI,NDWI,SAVI,cloud_percent,day,month,satellite,time,year,timestamp,farm_id,farm_name,week_of_year,quarter,day_of_year,season,SAR_VH,SAR_VV
0.0616160483966196,-0.1679980899387286,0.0924144339635445,0.001826,15,2,Sentinel2,1644912204375,2022,2022-02-15 08:03:24.375,alosba,alosba,7,1,46,Winter,-16.756744798643275,-9.126083449936043
-0.0005469639771188,-0.0490999257729766,-0.0008185703958523,6.044828,25,2,Sentinel2,1645776192042,2022,2022-02-25 08:03:12.042,alosba,alosba,8,1,56,Winter,-16.671408523112017,-9.426931489754464
0.0095039026973877,-0.0730600760040931,0.0142511659084116,36.431038,25,2,Sentinel2,1645776206674,2022,2022-02-25 08:03:26.674,alosba,alosba,8,1,56,Winter,-16.671408523112017,-9.426931489754464
0.0504683509280259,-0.1505201524720217,0.0756952631235697,11.424758,12,3,Sentinel2,1647072187344,2022,2022-03-12 08:03:07.344,alosba,alosba,10,1,71,Spring,-16.424089811982277,-9.422714672815278
0.0483115771317317,-0.1448346676248543,0.0724605550427501,0.014029,12,3,Sentinel2,1647072201982,2022,2022-03-12 08:03:21.982,alosba,alosba,10,1,71,Spring,-16.424089811982277,-9.422714672815278
0.0669551515445424,-0.1722101330617442,0.1004234832025476,0.005038,22,3,Sentinel2,1647936187118,2022,2022-03-22 08:03:07.118,alosba,alosba,12,1,81,Spring,-16.558472384509326,-9.30256143083394
0.0652303030036043,-0.1666925185671056,0.097836590992418,0.00651,22,3,Sentinel2,1647936201750,2022,2022-03-22 08:03:21.750,alosba,alosba,12,1,81,Spring,-16.558472384509326,-9.30256143083394
0.0629456241536184,-0.1625848145523489,0.0944100480784772,13.496172,1,4,Sentinel2,1648800185789,2022,2022-04-01 08:03:05.789,alosba,alosba,13,2,91,Spring,-16.63882692776968,-9.057153020996795
0.0614739637854188,-0.1594606713354612,0.0922028289690373,3.882696,1,4,Sentinel2,1648800200428,2022,2022-04-01 08:03:20.428,alosba,alosba,13,2,91,Spring,-16.63882692776968,-9.057153020996795
0.0596108412824966,-0.1638077255375375,0.0894080927614891,0.000255,6,4,Sentinel2,1649232190296,2022,2022-04-06 08:03:10.296,alosba,alosba,14,2,96,Spring,-16.63882692776968,-9.057153020996795
0.0602075674258483,-0.1650939673462607,0.0903030067155229,0.449162,6,4,Sentinel2,1649232204933,2022,2022-04-06 08:03:24.933,alosba,alosba,14,2,96,Spring,-16.63882692776968,-9.057153020996795
0.0572702366994723,-0.1529994376604099,0.085897990318538,0.003532,16,4,Sentinel2,1650096192781,2022,2022-04-16 08:03:12.781,alosba,alosba,15,2,106,Spring,-16.759699368106457,-9.29523877835913
0.0571497210118723,-0.1532014319952361,0.085717226897123,0.014996,16,4,Sentinel2,1650096207412,2022,2022-04-16 08:03:27.412,alosba,alosba,15,2,106,Spring,-16.759699368106457,-9.29523877835913
0.0481892143835308,-0.1439102465128619,0.0722776069853478,0.000326,26,4,Sentinel2,1650960194392,2022,2022-04-26 08:03:14.392,alosba,alosba,17,2,116,Spring,-16.088460420245646,-8.029732102520992
0.0492074978400963,-0.1453840487417297,0.0738048637984356,0.009277,26,4,Sentinel2,1650960209028,2022,2022-04-26 08:03:29.028,alosba,alosba,17,2,116,Spring,-16.088460420245646,-8.029732102520992
0.4588750290692035,-0.4726776426872609,0.6882429043801348,0.006717,11,5,,1652256187006,2022,2022-05-11 08:03:07.006,alosba,alosba,19,2,131,Spring,-16.93823924240062,-9.724863425028675
0.0558693828195676,-0.1534852043313188,0.0837968330801059,0.011431,11,5,Sentinel2,1652256201641,2022,2022-05-11 08:03:21.641,alosba,alosba,19,2,131,Spring,-16.93823924240062,-9.724863425028675
0.4700636629201183,-0.5143542296187402,0.7050258758047722,0.334174,21,5,,1653120189304,2022,2022-05-21 08:03:09.304,alosba,alosba,20,2,141,Spring,-16.57735174928549,-9.267488773799775
0.4407814151104925,-0.4584974778013528,0.6611071769161898,0.894962,31,5,,1653984189172,2022,2022-05-31 08:03:09.172,alosba,alosba,22,2,151,Spring,-16.651988336177187,-9.138963068491455
0.4811667036164228,-0.5026365930898069,0.721677978270438,0.000474,5,6,,1654416197189,2022,2022-06-05 08:03:17.189,alosba,alosba,22,2,156,Summer,-16.651988336177187,-9.138963068491455
0.4620607397596277,-0.4779257477763923,0.6930218955828563,0.0055,15,6,,1655280200063,2022,2022-06-15 08:03:20.063,alosba,alosba,24,2,166,Summer,-16.415420315300388,-9.057186461271376
0.421692306155335,-0.4607423222519004,0.6324744571429421,15.952724,25,6,,1656144201840,2022,2022-06-25 08:03:21.840,alosba,alosba,25,2,176,Summer,-16.623305193653437,-9.56949681458342
0.4214551957568898,-0.4542773605887954,0.6321176816742978,0.003307,20,7,,1658304194225,2022,2022-07-20 08:03:14.225,alosba,alosba,29,3,201,Summer,-16.756632354077308,-9.640908076438075
0.5669912271662285,-0.6292937686604788,0.8503875136725877,8.698084,4,8,,1659600200172,2022,2022-08-04 08:03:20.172,alosba,alosba,31,3,216,Summer,-16.920501127503204,-9.685860574300975
0.4952840067429929,-0.5301426923883678,0.7428420143242335,0.611115,14,8,,1660464201677,2022,2022-08-14 08:03:21.677,alosba,alosba,32,3,226,Summer,-16.91145952562559,-9.806874248999595
0.5535171792731023,-0.5800760587046394,0.8301822714387239,0.002123,24,8,,1661328201953,2022,2022-08-24 08:03:21.953,alosba,alosba,34,3,236,Summer,-16.78373177541143,-9.64322582369059
0.512349203098991,-0.5328173106754093,0.7684361580834682,0.000519,8,9,,1662624191189,2022,2022-09-08 08:03:11.189,alosba,alosba,36,3,251,Fall,-16.780791949433052,-9.550187284609446
0.4733871308960598,-0.493449680308068,0.7099983271069139,0.000178,18,9,,1663488190992,2022,2022-09-18 08:03:10.992,alosba,alosba,37,3,261,Fall,-16.593217690397942,-9.455309443261742
0.4767305619351454,-0.500763599754329,0.7150102633814714,0.097678,28,9,,1664352189316,2022,2022-09-28 08:03:09.316,alosba,alosba,39,3,271,Fall,-16.21341060389184,-9.111103163286625
0.495716076698062,-0.5203164574305581,0.7434822962353644,0.000809,3,10,,1664784196447,2022,2022-10-03 08:03:16.447,alosba,alosba,40,4,276,Fall,-16.21341060389184,-9.111103163286625
0.542818628192209,-0.5766252752148129,0.8141213205416516,0.000463,13,10,,1665648194205,2022,2022-10-13 08:03:14.205,alosba,alosba,41,4,286,Fall,-16.74636955856755,-9.655291691407394
0.5311620592554339,-0.5719833299280188,0.7966358981182305,0.00021,23,10,,1666512191573,2022,2022-10-23 08:03:11.573,alosba,alosba,42,4,296,Fall,-16.672624686017194,-9.3811028318936
0.6212057770210336,-0.6421182373257383,0.9316740137861628,3.942541,27,11,,1669536188364,2022,2022-11-27 08:03:08.364,alosba,alosba,47,4,331,Fall,-15.397345698697677,-6.790368742253762
0.6936836943654965,-0.7210760247255541,1.0403631429737197,0.71557,2,12,,1669968189607,2022,2022-12-02 08:03:09.607,alosba,alosba,48,4,336,Winter,-15.397345698697677,-6.790368742253762
0.5027165795225703,-0.5163999298354381,0.7539730942336864,0.288676,12,12,,1670832189527,2022,2022-12-12 08:03:09.527,alosba,alosba,50,4,346,Winter,-16.693605539571784,-9.54181504194965
-0.0027298018129183,0.0142851919938539,-0.0040945564222791,33.631483,6,1,Sentinel2,1672992186991,2023,2023-01-06 08:03:06.991,alosba,alosba,1,1,6,Winter,-15.066940542864623,-6.513572325626348
0.0429045187095413,-0.1300493873622885,0.0643497079996859,33.97361,16,1,Sentinel2,1673856186019,2023,2023-01-16 08:03:06.019,alosba,alosba,3,1,16,Winter,-16.42439452890883,-9.32322106945244
0.0606055259970495,-0.1633721652027215,0.0908984619548967,25.681138,10,2,Sentinel2,1676016187939,2023,2023-02-10 08:03:07.939,alosba,alosba,6,1,41,Winter,-16.549493641419758,-9.269017389575678
0.0586326541190944,-0.1574077442973999,0.0879395847557666,0.006726,10,2,Sentinel2,1676016202579,2023,2023-02-10 08:03:22.579,alosba,alosba,6,1,41,Winter,-16.549493641419758,-9.269017389575678
0.0585433349405077,-0.1579500217966036,0.0878062873194435,8.169296,20,2,Sentinel2,1676880186547,2023,2023-02-20 08:03:06.547,alosba,alosba,8,1,51,Winter,-16.527204409553722,-9.177551898672384
0.0569951039170864,-0.1539116814521599,0.0854842318178972,2.239005,20,2,Sentinel2,1676880201189,2023,2023-02-20 08:03:21.189,alosba,alosba,8,1,51,Winter,-16.527204409553722,-9.177551898672384
0.0489389563627573,-0.149641724247538,0.0734006746586786,5.314947,7,3,Sentinel2,1678176192656,2023,2023-03-07 08:03:12.656,alosba,alosba,10,1,66,Spring,-16.78530769248246,-9.45052812998396
