EVI,NDVI,NDWI,day,month,time,year,timestamp
0.7242530441864357,0.31723926502015026,-0.3726895237593187,18,12,1545120183000,2018,2018-12-18 08:03:03.000
0.7966374919593293,0.327020404901251,-0.37733498934656645,28,12,1545984186000,2018,2018-12-28 08:03:06.000
0.6514549182416619,0.2768378741696925,-0.32746735665573445,12,1,1547280184000,2019,2019-01-12 08:03:04.000
0.7207631420842696,0.33918002139185116,-0.40243790296126175,17,1,1547712188000,2019,2019-01-17 08:03:08.000
0.6828429921829353,0.29961519150574717,-0.35184789808611183,1,2,1549008186000,2019,2019-02-01 08:03:06.000
0.7586444736506447,0.2828526492884175,-0.3305501774118542,6,2,1549440189000,2019,2019-02-06 08:03:09.000
0.772452619574744,0.3141675856993072,-0.35874643943378753,11,2,1549872186000,2019,2019-02-11 08:03:06.000
0.7651550961277735,0.2709164315280356,-0.3195811670538695,16,2,1550304189000,2019,2019-02-16 08:03:09.000
0.6847902970078713,0.32208403209543335,-0.3855870037412038,3,3,1551600184000,2019,2019-03-03 08:03:04.000
0.7116946489859981,0.29768731189801023,-0.3604491629767016,8,3,1552032186000,2019,2019-03-08 08:03:06.000
0.603742888832464,0.25063177605181813,-0.3126323559516842,13,3,1552464185130,2019,2019-03-13 08:03:05.130
0.6626848284399753,0.2939461564207222,-0.35954379569147715,18,3,1552896187000,2019,2019-03-18 08:03:07.000
0.5865112008074913,0.22851418534491294,-0.29141141730148534,23,3,1553328187000,2019,2019-03-23 08:03:07.000
0.6620868823661051,0.27985556385497856,-0.3488901287505723,28,3,1553760190000,2019,2019-03-28 08:03:10.000
0.5911833859862792,0.2744046425072933,-0.3470805774100829,2,4,1554192189000,2019,2019-04-02 08:03:09.000
0.6242972775247053,0.2533681425957993,-0.3189030875717685,12,4,1555056191000,2019,2019-04-12 08:03:11.000
0.5907175490481666,0.21124163310852223,-0.2761080668719917,17,4,1555488195000,2019,2019-04-17 08:03:15.000
0.5387273216558567,0.21867729855974152,-0.2903381436025911,22,4,1555920192000,2019,2019-04-22 08:03:12.000
0.531863092051563,0.1708399270119547,-0.23185828104849318,27,4,1556352196000,2019,2019-04-27 08:03:16.000
0.5101611668253754,0.20085345367716742,-0.2712999123322991,2,5,1556784193000,2019,2019-05-02 08:03:13.000
0.5498779237382257,0.19815919827347825,-0.2671353673026231,7,5,1557216197494,2019,2019-05-07 08:03:17.494
0.5370927533117258,0.1806922398613786,-0.24233629543544827,12,5,1557648193000,2019,2019-05-12 08:03:13.000
0.6295903361033257,0.21451881168041112,-0.27776138498819675,17,5,1558080197000,2019,2019-05-17 08:03:17.000
0.5498866279296974,0.21542051876289228,-0.2918371016920282,27,5,1558944197000,2019,2019-05-27 08:03:17.000
0.4887019653196622,0.18726517872350598,-0.26226387998153194,1,6,1559376191000,2019,2019-06-01 08:03:11.000
0.576144150777524,0.2102024418680236,-0.2842106686793642,6,6,1559808197000,2019,2019-06-06 08:03:17.000
0.6272426000445964,0.15709885295056866,-0.19936124929109422,11,6,1560240192000,2019,2019-06-11 08:03:12.000
-0.5384902245938609,0.12162215232697388,-0.1596622658043836,16,6,1560672196807,2019,2019-06-16 08:03:16.807
0.5075061848047601,0.21405955352026917,-0.29092676797529915,21,6,1561104193000,2019,2019-06-21 08:03:13.000
0.5534882345010179,0.2033780900198405,-0.27877108507951387,26,6,1561536197000,2019,2019-06-26 08:03:17.000
0.494087907581956,0.219578776264927,-0.29931632649973133,1,7,1561968194070,2019,2019-07-01 08:03:14.070
-0.14673917449464832,0.03779688551015593,-0.05782525530050924,6,7,1562400198000,2019,2019-07-06 08:03:18.000
0.48414464879834845,0.21469443741472372,-0.2953342281542896,11,7,1562832194000,2019,2019-07-11 08:03:14.000
0.5252824025493502,0.22875862825388876,-0.30826833523761743,16,7,1563264198071,2019,2019-07-16 08:03:18.071
0.47957340714006785,0.20600644961142786,-0.28630528871506183,21,7,1563696194426,2019,2019-07-21 08:03:14.426
0.5791811541210709,0.17244918571848392,-0.23711174759453243,26,7,1564128197645,2019,2019-07-26 08:03:17.645
0.5435362606924306,0.23136252138294436,-0.3112461187955408,5,8,1564992196856,2019,2019-08-05 08:03:16.856
0.5089129633065287,0.2168242891333302,-0.2973495516215895,10,8,1565424193106,2019,2019-08-10 08:03:13.106
0.5547908598949141,0.20720202021898804,-0.282652501023878,15,8,1565856195637,2019,2019-08-15 08:03:15.637
0.48315496638399735,0.18928643803537248,-0.264656195946237,20,8,1566288191855,2019,2019-08-20 08:03:11.855
0.5268323469567449,0.20504453434870343,-0.284438673243153,25,8,1566720194000,2019,2019-08-25 08:03:14.000
0.5065416598587704,0.20243674859468686,-0.2812860331662564,30,8,1567152190183,2019,2019-08-30 08:03:10.183
0.618015965844908,0.18481381476605838,-0.25065992259149034,4,9,1567584191984,2019,2019-09-04 08:03:11.984
0.5208438851449723,0.19898868436801853,-0.2749538437439947,9,9,1568016188035,2019,2019-09-09 08:03:08.035
0.5491569862546134,0.19753649529582268,-0.2681406081314214,14,9,1568448189502,2019,2019-09-14 08:03:09.502
0.514508813419682,0.2118376178804007,-0.2906640877750806,19,9,1568880189093,2019,2019-09-19 08:03:09.093
0.5577665838132121,0.2085026088671463,-0.2858858259023617,24,9,1569312189049,2019,2019-09-24 08:03:09.049
0.4714253855963394,0.1854803365580385,-0.2616724088879115,29,9,1569744190762,2019,2019-09-29 08:03:10.762
0.5600230302671099,0.20637642490515512,-0.2782926191010276,4,10,1570176190043,2019,2019-10-04 08:03:10.043
