NDVI,NDWI,SAVI,cloud_percent,day,month,satellite,time,year,timestamp,farm_id,farm_name,week_of_year,quarter,day_of_year,season
0.04068393896846427,-0.14691430358050156,0.061020522904862054,0.005984,27,5,Sentinel2,1527408205306,2018,2018-05-27 08:03:25.306,albadr,albadr,21,2,147,Spring
0.06585220982956502,-0.16115648378212,0.09876713343449706,0.476868,18,12,Sentinel2,1545120183000,2018,2018-12-18 08:03:03.000,albadr,albadr,51,4,352,Winter
0.06349594616491883,-0.1561130445339685,0.09523322252105662,0.062601,18,12,Sentinel2,1545120198000,2018,2018-12-18 08:03:18.000,albadr,albadr,51,4,352,Winter
0.022229889404284324,0.029302341141827865,0.033343509682052935,6.09328,23,12,Sentinel2,1545552196000,2018,2018-12-23 08:03:16.000,albadr,albadr,51,4,357,Winter
0.06373221562331015,-0.1547854664749162,0.0955867159503668,0.535147,28,12,Sentinel2,1545984186000,2018,2018-12-28 08:03:06.000,albadr,albadr,52,4,362,Winter
0.06444899141237655,-0.15665528338534385,0.09666167912316521,21.822838,28,12,Sentinel2,1545984200000,2018,2018-12-28 08:03:20.000,albadr,albadr,52,4,362,Winter
0.0572685466812267,-0.14434807841620373,0.08589320232312118,36.754122,7,1,Sentinel2,1546848202000,2019,2019-01-07 08:03:22.000,albadr,albadr,2,1,7,Winter
0.053158920869945135,-0.1374456720622954,0.07972999461899602,5.705631,12,1,Sentinel2,1547280184000,2019,2019-01-12 08:03:04.000,albadr,albadr,2,1,12,Winter
0.05266122281444264,-0.13707167355328195,0.07898352107002837,0.855388,12,1,Sentinel2,1547280199000,2019,2019-01-12 08:03:19.000,albadr,albadr,2,1,12,Winter
0.0819260368313969,-0.17892510300097103,0.12287595693324109,1.465862,17,1,Sentinel2,1547712188000,2019,2019-01-17 08:03:08.000,albadr,albadr,3,1,17,Winter
0.0815422882157719,-0.17862356972481147,0.1223003655545032,12.213426,17,1,Sentinel2,1547712203000,2019,2019-01-17 08:03:23.000,albadr,albadr,3,1,17,Winter
0.03604212427857664,-0.10499658104729488,0.05405458934855773,39.299427,22,1,Sentinel2,1548144200000,2019,2019-01-22 08:03:20.000,albadr,albadr,4,1,22,Winter
0.05663818142436123,-0.1440777110197986,0.08494739058683175,0.224164,1,2,Sentinel2,1549008186000,2019,2019-02-01 08:03:06.000,albadr,albadr,5,1,32,Winter
0.051624314115137404,-0.13566893158900625,0.07742759553021629,0.102067,1,2,Sentinel2,1549008200000,2019,2019-02-01 08:03:20.000,albadr,albadr,5,1,32,Winter
0.0649181459325532,-0.14498359523566154,0.09736694456654144,0.034768,6,2,Sentinel2,1549440189000,2019,2019-02-06 08:03:09.000,albadr,albadr,6,1,37,Winter
0.06357293786746647,-0.1429038409078722,0.09534937170151164,0.06143,6,2,Sentinel2,1549440204000,2019,2019-02-06 08:03:24.000,albadr,albadr,6,1,37,Winter
0.06512841600583083,-0.1400627400171713,0.09767686823026656,20.451523,11,2,Sentinel2,1549872186000,2019,2019-02-11 08:03:06.000,albadr,albadr,7,1,42,Winter
0.0699009587988894,-0.14936761769047013,0.10483093707356174,1.468724,11,2,Sentinel2,1549872200000,2019,2019-02-11 08:03:20.000,albadr,albadr,7,1,42,Winter
0.07005789749819336,-0.11409801717476978,0.1050783537421381,4.04408,16,2,Sentinel2,1550304189000,2019,2019-02-16 08:03:09.000,albadr,albadr,7,1,47,Winter
