EVI,NDVI,NDWI,day,month,time,year,timestamp
0.8345381080114826,0.33959136571290816,-0.3721899481080518,18,12,1545120183000,2018,2018-12-18 08:03:03.000
0.9007586847770908,0.34357319933647507,-0.3748358159590121,28,12,1545984186000,2018,2018-12-28 08:03:06.000
0.7484041763558251,0.28679751518113566,-0.31552127839150845,12,1,1547280184000,2019,2019-01-12 08:03:04.000
0.8171063316562586,0.3522241087412814,-0.3922043139628733,17,1,1547712188000,2019,2019-01-17 08:03:08.000
0.7500277404302251,0.30737054771023026,-0.34270502062817804,1,2,1549008186000,2019,2019-02-01 08:03:06.000
0.836685302077534,0.273229131861599,-0.3049935031427792,6,2,1549440189000,2019,2019-02-06 08:03:09.000
0.8474561938398409,0.3197016074068946,-0.348473479103481,11,2,1549872186000,2019,2019-02-11 08:03:06.000
0.5791884581953964,0.3067611253084341,-0.32996593639180555,16,2,1550304189000,2019,2019-02-16 08:03:09.000
0.7598706788972848,0.3355861365409211,-0.37376638821860514,3,3,1551600184000,2019,2019-03-03 08:03:04.000
0.8443107579870129,0.31695130523337234,-0.3533655012233381,8,3,1552032186000,2019,2019-03-08 08:03:06.000
0.7200060467700091,0.2651820658631122,-0.3034316362083173,13,3,1552464185130,2019,2019-03-13 08:03:05.130
0.8301725398817005,0.3278670995763508,-0.36549539015995297,18,3,1552896187000,2019,2019-03-18 08:03:07.000
0.8098790297128416,0.25376204337037434,-0.28409245877734907,23,3,1553328187000,2019,2019-03-23 08:03:07.000
0.7920919476320016,0.30775656004832047,-0.34349180290005815,28,3,1553760190000,2019,2019-03-28 08:03:10.000
0.7293826053900062,0.31196866483926805,-0.3527785230860785,2,4,1554192189000,2019,2019-04-02 08:03:09.000
0.8813951547420187,0.30662353904612727,-0.3300572813395462,12,4,1555056191000,2019,2019-04-12 08:03:11.000
0.8150700428411574,0.2475639616961999,-0.2772013428349429,17,4,1555488195000,2019,2019-04-17 08:03:15.000
0.7235042511405337,0.25873558170597766,-0.2978752474024152,22,4,1555920192000,2019,2019-04-22 08:03:12.000
0.7080015283865122,0.1881439845807293,-0.222190891225945,27,4,1556352196000,2019,2019-04-27 08:03:16.000
0.7178319649372459,0.24476063346326069,-0.28070316871235323,2,5,1556784193000,2019,2019-05-02 08:03:13.000
0.7931179936747086,0.24573735701633478,-0.27938970755410353,7,5,1557216197494,2019,2019-05-07 08:03:17.494
0.9066923942905734,0.2385561726688005,-0.2572134900067516,12,5,1557648193000,2019,2019-05-12 08:03:13.000
0.8855230081789096,0.2588127455565244,-0.28549430524675945,17,5,1558080197000,2019,2019-05-17 08:03:17.000
0.8111959692280181,0.2724614540170371,-0.3090401383336707,27,5,1558944197000,2019,2019-05-27 08:03:17.000
0.7217952624856523,0.2352170849242902,-0.27501460284491197,1,6,1559376191000,2019,2019-06-01 08:03:11.000
0.8581616050277394,0.2676715616835938,-0.3025264883671639,6,6,1559808197000,2019,2019-06-06 08:03:17.000
0.8105603860347284,0.22798931958016322,-0.25531118766843564,11,6,1560240192000,2019,2019-06-11 08:03:12.000
-0.0686188524249132,0.016108688330952303,0.0016087991258052104,16,6,1560672196807,2019,2019-06-16 08:03:16.807
0.6938284126188954,0.2706930406527345,-0.31296032007787866,21,6,1561104193000,2019,2019-06-21 08:03:13.000
0.7912793395318682,0.25169467965098713,-0.2918800903050175,26,6,1561536197000,2019,2019-06-26 08:03:17.000
0.7046308829592803,0.2848280340326876,-0.32618741276981206,1,7,1561968194070,2019,2019-07-01 08:03:14.070
0.8066728862002887,0.2095732326052943,-0.23900492473927398,6,7,1562400198000,2019,2019-07-06 08:03:18.000
0.7162562278228809,0.28442753298943224,-0.32430684898140016,11,7,1562832194000,2019,2019-07-11 08:03:14.000
0.7694061409243226,0.2937360697307107,-0.33408196230183784,16,7,1563264198071,2019,2019-07-16 08:03:18.071
0.6610219992937075,0.2686852927108101,-0.3117406209641883,21,7,1563696194426,2019,2019-07-21 08:03:14.426
0.8440808045212076,0.24193866385019355,-0.27362525045915326,26,7,1564128197645,2019,2019-07-26 08:03:17.645
